1001, 54, 6.61, 57
1002, 54, 6.43, 57
1003, 54, 6.07, 57
1004, 53, 5.35, 56
1005, 54, 4.47, 57
1006, 54, 5.42, 57
1007, 54, 4.57, 57
1008, 53, 9.96, 56
1009, 54, 7.20, 57
1010, 54, 9.96, 57
1011, 53, 7.46, 56
1012, 54, 11.09, 57
1013, 54, 11.10, 57
1014, 54, 10.97, 57
1015, 53, 9.37, 56
1016, 55, 11.33, 58
1017, 54, 10.37, 57
1018, 54, 10.26, 57
1019, 53, 8.52, 56
1020, 54, 12.39, 57
1021, 54, 12.86, 57
1022, 54, 11.99, 57
1023, 53, 10.92, 56
1024, 54, 11.01, 57
1025, 54, 5.12, 57
1026, 54, 6.87, 57
